tournaments.RoundRobinTournament
AIs
	RandomAI
	EconomyMilitaryRush(AStarPathFinding)
	HeavyRush(AStarPathFinding)
	LightDefense(AStarPathFinding)
	WorkerRush(AStarPathFinding)
	WorkerRushPlusPlus(AStarPathFinding)
	CRush_V1(AStarPathFinding)
	CRush_V2(AStarPathFinding)
maps
	C:\MicroRTS_ResearchSetup\MicroRTS\maps\10x10\basesWorkers10x10.xml
	C:\MicroRTS_ResearchSetup\MicroRTS\maps\24x24\basesWorkers24x24L.xml
iterations	10
maxGameLength	3000
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	1000	1000
preAnalysis	true
fullObservability	true
timeoutCheck	true
runGC	false
iteration	map	ai1	ai2	time	winner	crashed	timedout
6	0	6	5	3000	-1	-1	-1
6	0	6	7	3000	-1	-1	-1
6	0	7	0	305	0	-1	-1
6	0	7	1	305	0	-1	-1
6	0	7	2	260	0	-1	-1
6	0	7	3	255	0	-1	-1
6	0	7	4	1385	0	-1	-1
6	0	7	5	3000	-1	-1	-1
6	0	7	6	3000	-1	-1	-1
6	1	0	1	970	1	-1	-1
6	1	0	2	1018	1	-1	-1
6	1	0	3	874	1	-1	-1
6	1	0	4	565	1	-1	-1
6	1	0	5	555	1	-1	-1
6	1	0	6	685	1	-1	-1
6	1	0	7	2005	1	-1	-1
6	1	1	0	763	0	-1	-1
6	1	1	2	1156	0	-1	-1
6	1	1	3	1200	1	-1	-1
6	1	1	4	420	1	-1	-1
6	1	1	5	420	1	-1	-1
6	1	1	6	1380	1	-1	-1
6	1	1	7	2450	1	-1	-1
6	1	2	0	1027	0	-1	-1
6	1	2	1	1912	0	-1	-1
6	1	2	3	851	1	-1	-1
6	1	2	4	355	1	-1	-1
6	1	2	5	355	1	-1	-1
6	1	2	6	685	1	-1	-1
6	1	2	7	1640	1	-1	-1
6	1	3	0	845	0	-1	-1
6	1	3	1	1277	0	-1	-1
6	1	3	2	1009	0	-1	-1
6	1	3	4	355	1	-1	-1
6	1	3	5	355	1	-1	-1
6	1	3	6	1029	0	-1	-1
6	1	3	7	1721	1	-1	-1
6	1	4	0	555	0	-1	-1
6	1	4	1	345	0	-1	-1
6	1	4	2	340	0	-1	-1
6	1	4	3	340	0	-1	-1
6	1	4	5	3000	-1	-1	-1
6	1	4	6	340	0	-1	-1
6	1	4	7	340	0	-1	-1
6	1	5	0	510	0	-1	-1
6	1	5	1	345	0	-1	-1
6	1	5	2	340	0	-1	-1
6	1	5	3	340	0	-1	-1
6	1	5	4	3000	-1	-1	-1
6	1	5	6	340	0	-1	-1
6	1	5	7	340	0	-1	-1
6	1	6	0	835	0	-1	-1
6	1	6	1	1428	1	-1	-1
6	1	6	2	1040	0	-1	-1
6	1	6	3	1238	1	-1	-1
6	1	6	4	365	1	-1	-1
6	1	6	5	365	1	-1	-1
6	1	6	7	870	0	-1	-1
6	1	7	0	3000	-1	-1	-1
6	1	7	1	3000	-1	-1	-1
6	1	7	2	2265	0	-1	-1
6	1	7	3	979	1	-1	-1
6	1	7	4	365	1	-1	-1
6	1	7	5	365	1	-1	-1
6	1	7	6	1035	1	-1	-1
7	0	0	1	673	1	-1	-1
7	0	0	2	823	1	-1	-1
7	0	0	3	706	1	-1	-1
7	0	0	4	365	1	-1	-1
7	0	0	5	425	1	-1	-1
7	0	0	6	365	1	-1	-1
7	0	0	7	300	1	-1	-1
7	0	1	0	2327	0	-1	-1
7	0	1	2	712	1	-1	-1
7	0	1	3	3000	-1	-1	-1
7	0	1	4	245	1	-1	-1
7	0	1	5	245	1	-1	-1
7	0	1	6	245	1	-1	-1
7	0	1	7	265	1	-1	-1
7	0	2	0	1013	0	-1	-1
7	0	2	1	916	0	-1	-1
7	0	2	3	766	1	-1	-1
7	0	2	4	250	1	-1	-1
7	0	2	5	250	1	-1	-1
7	0	2	6	250	1	-1	-1
7	0	2	7	235	1	-1	-1
7	0	3	0	731	0	-1	-1
7	0	3	1	823	0	-1	-1
7	0	3	2	668	0	-1	-1
7	0	3	4	255	1	-1	-1
7	0	3	5	255	1	-1	-1
7	0	3	6	255	1	-1	-1
7	0	3	7	235	1	-1	-1
7	0	4	0	410	0	-1	-1
7	0	4	1	305	0	-1	-1
7	0	4	2	260	0	-1	-1
7	0	4	3	255	0	-1	-1
7	0	4	5	1510	1	-1	-1
7	0	4	6	1420	1	-1	-1
7	0	4	7	1395	1	-1	-1
7	0	5	0	370	0	-1	-1
7	0	5	1	305	0	-1	-1
7	0	5	2	260	0	-1	-1
7	0	5	3	255	0	-1	-1
7	0	5	4	1385	0	-1	-1
7	0	5	6	3000	-1	-1	-1
7	0	5	7	3000	-1	-1	-1
7	0	6	0	300	0	-1	-1
7	0	6	1	305	0	-1	-1
7	0	6	2	260	0	-1	-1
7	0	6	3	255	0	-1	-1
7	0	6	4	1385	0	-1	-1
7	0	6	5	3000	-1	-1	-1
7	0	6	7	3000	-1	-1	-1
7	0	7	0	365	0	-1	-1
7	0	7	1	305	0	-1	-1
7	0	7	2	260	0	-1	-1
7	0	7	3	255	0	-1	-1
7	0	7	4	1385	0	-1	-1
7	0	7	5	3000	-1	-1	-1
7	0	7	6	3000	-1	-1	-1
7	1	0	1	1005	1	-1	-1
7	1	0	2	1121	1	-1	-1
7	1	0	3	907	1	-1	-1
7	1	0	4	465	1	-1	-1
7	1	0	5	350	1	-1	-1
7	1	0	6	740	1	-1	-1
7	1	0	7	2150	1	-1	-1
7	1	1	0	704	0	-1	-1
7	1	1	2	2080	0	-1	-1
7	1	1	3	1500	1	-1	-1
7	1	1	4	420	1	-1	-1
7	1	1	5	420	1	-1	-1
7	1	1	6	1380	1	-1	-1
7	1	1	7	3000	-1	-1	-1
7	1	2	0	1177	0	-1	-1
7	1	2	1	1533	0	-1	-1
7	1	2	3	851	1	-1	-1
7	1	2	4	355	1	-1	-1
7	1	2	5	355	1	-1	-1
7	1	2	6	685	1	-1	-1
7	1	2	7	1640	1	-1	-1
7	1	3	0	957	0	-1	-1
7	1	3	1	1269	0	-1	-1
7	1	3	2	1009	0	-1	-1
7	1	3	4	355	1	-1	-1
7	1	3	5	355	1	-1	-1
7	1	3	6	1029	0	-1	-1
7	1	3	7	1721	1	-1	-1
7	1	4	0	405	0	-1	-1
7	1	4	1	345	0	-1	-1
7	1	4	2	340	0	-1	-1
7	1	4	3	340	0	-1	-1
7	1	4	5	3000	-1	-1	-1
7	1	4	6	340	0	-1	-1
7	1	4	7	340	0	-1	-1
7	1	5	0	565	0	-1	-1
7	1	5	1	345	0	-1	-1
7	1	5	2	340	0	-1	-1
7	1	5	3	340	0	-1	-1
7	1	5	4	3000	-1	-1	-1
7	1	5	6	340	0	-1	-1
7	1	5	7	340	0	-1	-1
7	1	6	0	845	0	-1	-1
7	1	6	1	1258	1	-1	-1
7	1	6	2	1040	0	-1	-1
7	1	6	3	1238	1	-1	-1
7	1	6	4	365	1	-1	-1
7	1	6	5	365	1	-1	-1
7	1	6	7	870	0	-1	-1
7	1	7	0	3000	-1	-1	-1
7	1	7	1	3000	-1	-1	-1
7	1	7	2	2265	0	-1	-1
7	1	7	3	979	1	-1	-1
7	1	7	4	365	1	-1	-1
7	1	7	5	365	1	-1	-1
7	1	7	6	1035	1	-1	-1
8	0	0	1	747	1	-1	-1
8	0	0	2	882	1	-1	-1
8	0	0	3	658	1	-1	-1
8	0	0	4	320	1	-1	-1
8	0	0	5	440	1	-1	-1
8	0	0	6	295	1	-1	-1
8	0	0	7	360	1	-1	-1
8	0	1	0	1826	0	-1	-1
8	0	1	2	712	1	-1	-1
8	0	1	3	3000	-1	-1	-1
8	0	1	4	245	1	-1	-1
8	0	1	5	245	1	-1	-1
8	0	1	6	245	1	-1	-1
8	0	1	7	265	1	-1	-1
8	0	2	0	676	0	-1	-1
8	0	2	1	916	0	-1	-1
8	0	2	3	766	1	-1	-1
8	0	2	4	250	1	-1	-1
8	0	2	5	250	1	-1	-1
8	0	2	6	250	1	-1	-1
8	0	2	7	235	1	-1	-1
8	0	3	0	738	0	-1	-1
8	0	3	1	823	0	-1	-1
8	0	3	2	668	0	-1	-1
8	0	3	4	255	1	-1	-1
8	0	3	5	255	1	-1	-1
8	0	3	6	255	1	-1	-1
8	0	3	7	235	1	-1	-1
8	0	4	0	295	0	-1	-1
8	0	4	1	305	0	-1	-1
8	0	4	2	260	0	-1	-1
8	0	4	3	255	0	-1	-1
8	0	4	5	1510	1	-1	-1
8	0	4	6	1420	1	-1	-1
8	0	4	7	1395	1	-1	-1
8	0	5	0	265	0	-1	-1
8	0	5	1	305	0	-1	-1
8	0	5	2	260	0	-1	-1
8	0	5	3	255	0	-1	-1
8	0	5	4	1385	0	-1	-1
8	0	5	6	3000	-1	-1	-1
8	0	5	7	3000	-1	-1	-1
8	0	6	0	310	0	-1	-1
8	0	6	1	305	0	-1	-1
8	0	6	2	260	0	-1	-1
8	0	6	3	255	0	-1	-1
8	0	6	4	1385	0	-1	-1
8	0	6	5	3000	-1	-1	-1
8	0	6	7	3000	-1	-1	-1
8	0	7	0	315	0	-1	-1
8	0	7	1	305	0	-1	-1
8	0	7	2	260	0	-1	-1
8	0	7	3	255	0	-1	-1
8	0	7	4	1385	0	-1	-1
8	0	7	5	3000	-1	-1	-1
8	0	7	6	3000	-1	-1	-1
8	1	0	1	765	1	-1	-1
8	1	0	2	1447	1	-1	-1
8	1	0	3	806	1	-1	-1
8	1	0	4	515	1	-1	-1
8	1	0	5	555	1	-1	-1
8	1	0	6	725	1	-1	-1
8	1	0	7	3000	-1	-1	-1
8	1	1	0	910	0	-1	-1
8	1	1	2	2294	1	-1	-1
8	1	1	3	1200	1	-1	-1
8	1	1	4	420	1	-1	-1
8	1	1	5	420	1	-1	-1
8	1	1	6	1108	0	-1	-1
8	1	1	7	3000	-1	-1	-1
8	1	2	0	1081	0	-1	-1
8	1	2	1	1738	0	-1	-1
8	1	2	3	851	1	-1	-1
8	1	2	4	355	1	-1	-1
8	1	2	5	355	1	-1	-1
8	1	2	6	685	1	-1	-1
8	1	2	7	1640	1	-1	-1
8	1	3	0	807	0	-1	-1
8	1	3	1	1473	0	-1	-1
8	1	3	2	1009	0	-1	-1
8	1	3	4	355	1	-1	-1
8	1	3	5	355	1	-1	-1
8	1	3	6	1029	0	-1	-1
8	1	3	7	1721	1	-1	-1
8	1	4	0	480	0	-1	-1
8	1	4	1	345	0	-1	-1
8	1	4	2	340	0	-1	-1
8	1	4	3	340	0	-1	-1
8	1	4	5	3000	-1	-1	-1
8	1	4	6	340	0	-1	-1
8	1	4	7	340	0	-1	-1
8	1	5	0	430	0	-1	-1
8	1	5	1	345	0	-1	-1
8	1	5	2	340	0	-1	-1
8	1	5	3	340	0	-1	-1
8	1	5	4	3000	-1	-1	-1
8	1	5	6	340	0	-1	-1
8	1	5	7	340	0	-1	-1
8	1	6	0	755	0	-1	-1
8	1	6	1	1174	1	-1	-1
8	1	6	2	1040	0	-1	-1
8	1	6	3	1238	1	-1	-1
8	1	6	4	365	1	-1	-1
8	1	6	5	365	1	-1	-1
8	1	6	7	870	0	-1	-1
8	1	7	0	670	0	-1	-1
8	1	7	1	3000	-1	-1	-1
8	1	7	2	2265	0	-1	-1
8	1	7	3	979	1	-1	-1
8	1	7	4	365	1	-1	-1
8	1	7	5	365	1	-1	-1
8	1	7	6	1035	1	-1	-1
9	0	0	1	748	1	-1	-1
9	0	0	2	804	1	-1	-1
9	0	0	3	783	1	-1	-1
9	0	0	4	260	1	-1	-1
9	0	0	5	245	1	-1	-1
9	0	0	6	410	1	-1	-1
9	0	0	7	395	1	-1	-1
9	0	1	0	1680	1	-1	-1
9	0	1	2	712	1	-1	-1
9	0	1	3	3000	-1	-1	-1
9	0	1	4	245	1	-1	-1
9	0	1	5	245	1	-1	-1
9	0	1	6	245	1	-1	-1
9	0	1	7	265	1	-1	-1
9	0	2	0	837	0	-1	-1
9	0	2	1	916	0	-1	-1
9	0	2	3	766	1	-1	-1
9	0	2	4	250	1	-1	-1
9	0	2	5	250	1	-1	-1
9	0	2	6	250	1	-1	-1
9	0	2	7	235	1	-1	-1
9	0	3	0	682	0	-1	-1
9	0	3	1	823	0	-1	-1
9	0	3	2	668	0	-1	-1
9	0	3	4	255	1	-1	-1
9	0	3	5	255	1	-1	-1
9	0	3	6	255	1	-1	-1
9	0	3	7	235	1	-1	-1
9	0	4	0	245	0	-1	-1
9	0	4	1	305	0	-1	-1
9	0	4	2	260	0	-1	-1
9	0	4	3	255	0	-1	-1
9	0	4	5	1510	1	-1	-1
9	0	4	6	1420	1	-1	-1
9	0	4	7	1395	1	-1	-1
9	0	5	0	390	0	-1	-1
9	0	5	1	305	0	-1	-1
9	0	5	2	260	0	-1	-1
9	0	5	3	255	0	-1	-1
9	0	5	4	1385	0	-1	-1
9	0	5	6	3000	-1	-1	-1
9	0	5	7	3000	-1	-1	-1
9	0	6	0	305	0	-1	-1
9	0	6	1	305	0	-1	-1
9	0	6	2	260	0	-1	-1
9	0	6	3	255	0	-1	-1
9	0	6	4	1385	0	-1	-1
9	0	6	5	3000	-1	-1	-1
9	0	6	7	3000	-1	-1	-1
9	0	7	0	260	0	-1	-1
9	0	7	1	305	0	-1	-1
9	0	7	2	260	0	-1	-1
9	0	7	3	255	0	-1	-1
9	0	7	4	1385	0	-1	-1
9	0	7	5	3000	-1	-1	-1
9	0	7	6	3000	-1	-1	-1
9	1	0	1	768	1	-1	-1
9	1	0	2	1070	1	-1	-1
9	1	0	3	775	1	-1	-1
9	1	0	4	345	1	-1	-1
9	1	0	5	555	1	-1	-1
9	1	0	6	635	1	-1	-1
9	1	0	7	1660	1	-1	-1
9	1	1	0	895	0	-1	-1
9	1	1	2	1301	1	-1	-1
9	1	1	3	1289	1	-1	-1
9	1	1	4	420	1	-1	-1
9	1	1	5	420	1	-1	-1
9	1	1	6	916	0	-1	-1
9	1	1	7	3000	-1	-1	-1
9	1	2	0	1025	0	-1	-1
9	1	2	1	1738	0	-1	-1
9	1	2	3	851	1	-1	-1
9	1	2	4	355	1	-1	-1
9	1	2	5	355	1	-1	-1
9	1	2	6	685	1	-1	-1
9	1	2	7	1640	1	-1	-1
9	1	3	0	983	0	-1	-1
9	1	3	1	1136	0	-1	-1
9	1	3	2	1009	0	-1	-1
9	1	3	4	355	1	-1	-1
9	1	3	5	355	1	-1	-1
9	1	3	6	1029	0	-1	-1
9	1	3	7	1721	1	-1	-1
9	1	4	0	465	0	-1	-1
9	1	4	1	345	0	-1	-1
9	1	4	2	340	0	-1	-1
9	1	4	3	340	0	-1	-1
9	1	4	5	3000	-1	-1	-1
9	1	4	6	340	0	-1	-1
9	1	4	7	340	0	-1	-1
9	1	5	0	345	0	-1	-1
9	1	5	1	345	0	-1	-1
9	1	5	2	340	0	-1	-1
9	1	5	3	340	0	-1	-1
9	1	5	4	3000	-1	-1	-1
9	1	5	6	340	0	-1	-1
9	1	5	7	340	0	-1	-1
9	1	6	0	815	0	-1	-1
9	1	6	1	1461	1	-1	-1
9	1	6	2	1040	0	-1	-1
9	1	6	3	1238	1	-1	-1
9	1	6	4	365	1	-1	-1
9	1	6	5	365	1	-1	-1
9	1	6	7	870	0	-1	-1
9	1	7	0	3000	-1	-1	-1
9	1	7	1	1305	1	-1	-1
9	1	7	2	2265	0	-1	-1
9	1	7	3	979	1	-1	-1
9	1	7	4	365	1	-1	-1
9	1	7	5	365	1	-1	-1
9	1	7	6	1035	1	-1	-1
Wins:
0	0	0	0	0	0	0	0	
13	0	2	0	0	0	7	0	
20	18	0	0	0	0	0	0	
19	20	20	0	0	0	10	0	
20	20	20	20	0	0	10	10	
20	20	20	20	10	0	10	10	
20	10	20	10	10	0	0	10	
13	10	20	10	10	0	0	0	
Ties:
0	0	0	1	0	0	0	6	
3	0	1	10	0	0	0	6	
0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	
0	0	0	0	0	10	0	0	
0	0	0	0	10	0	10	10	
0	0	0	0	0	10	0	10	
7	8	0	0	0	10	10	0	
Average Game Length:
0.0	786.4	951.8	911.25	394.25	420.0	519.0	1467.5	
1582.2	0.0	1287.8	2135.3	332.5	332.5	675.8	1468.0	
1001.5	1318.8	0.0	808.5	302.5	302.5	467.5	937.5	
963.3	1070.4	838.5	0.0	305.0	305.0	642.0	978.0	
413.5	325.0	300.0	297.5	0.0	2255.0	880.0	867.5	
389.25	325.0	300.0	297.5	2192.5	0.0	1670.0	1670.0	
551.75	851.85	650.0	746.5	875.0	1682.5	0.0	1935.0	
1412.75	1478.5	1262.5	617.0	875.0	1682.5	2017.5	0.0	
AI crashes:
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
opponent AI crashes:
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
AI timeout:
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
opponent AI timeout:
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
